city_town,ward,precinct,receiver,votes,office,district
Adams,-,2,Clinton/ Kaine,476,President,
Adams,-,2,Trump/ Pence,270,President,
Adams,-,2,Johnson/ Weld,44,President,
Adams,-,2,Stein/ Baraka,17,President,
Adams,-,2,Mcmullin/ Johnson,0,President,
Adams,-,2,Kotlikoff/ Leamer,0,President,
Adams,-,2,Feegbeh/ O'Brien,0,President,
Adams,-,2,Moorehead/ Lilly,0,President,
Adams,-,2,Schoenke/ Mitchel,0,President,
Adams,-,2,All Others,10,President,
Adams,-,2,No Preference,0,President,
Adams,-,2,Blanks,12,President,
Adams,-,2,Total Votes Cast,829,President,
Adams,-,3,Clinton/ Kaine,475,President,
Adams,-,3,Trump/ Pence,268,President,
Adams,-,3,Johnson/ Weld,36,President,
Adams,-,3,Stein/ Baraka,17,President,
Adams,-,3,Mcmullin/ Johnson,3,President,
Adams,-,3,Kotlikoff/ Leamer,0,President,
Adams,-,3,Feegbeh/ O'Brien,0,President,
Adams,-,3,Moorehead/ Lilly,0,President,
Adams,-,3,Schoenke/ Mitchel,0,President,
Adams,-,3,All Others,10,President,
Adams,-,3,No Preference,0,President,
Adams,-,3,Blanks,10,President,
Adams,-,3,Total Votes Cast,819,President,
Adams,-,4,Clinton/ Kaine,446,President,
Adams,-,4,Trump/ Pence,233,President,
Adams,-,4,Johnson/ Weld,31,President,
Adams,-,4,Stein/ Baraka,15,President,
Adams,-,4,Mcmullin/ Johnson,2,President,
Adams,-,4,Kotlikoff/ Leamer,0,President,
Adams,-,4,Feegbeh/ O'Brien,0,President,
Adams,-,4,Moorehead/ Lilly,0,President,
Adams,-,4,Schoenke/ Mitchel,0,President,
Adams,-,4,All Others,5,President,
Adams,-,4,No Preference,0,President,
Adams,-,4,Blanks,8,President,
Adams,-,4,Total Votes Cast,740,President,
Adams,-,5,Clinton/ Kaine,577,President,
Adams,-,5,Trump/ Pence,259,President,
Adams,-,5,Johnson/ Weld,45,President,
Adams,-,5,Stein/ Baraka,11,President,
Adams,-,5,Mcmullin/ Johnson,6,President,
Adams,-,5,Kotlikoff/ Leamer,0,President,
Adams,-,5,Feegbeh/ O'Brien,0,President,
Adams,-,5,Moorehead/ Lilly,0,President,
Adams,-,5,Schoenke/ Mitchel,0,President,
Adams,-,5,All Others,13,President,
Adams,-,5,No Preference,0,President,
Adams,-,5,Blanks,14,President,
Adams,-,5,Total Votes Cast,925,President,
Agawam,-,1,Clinton/ Kaine,631,President,
Agawam,-,1,Trump/ Pence,827,President,
Agawam,-,1,Johnson/ Weld,82,President,
Agawam,-,1,Stein/ Baraka,33,President,
Agawam,-,1,Mcmullin/ Johnson,0,President,
Agawam,-,1,Kotlikoff/ Leamer,0,President,
Agawam,-,1,Feegbeh/ O'Brien,0,President,
Agawam,-,1,Moorehead/ Lilly,0,President,
Agawam,-,1,Schoenke/ Mitchel,0,President,
Agawam,-,1,All Others,11,President,
Agawam,-,1,No Preference,0,President,
Agawam,-,1,Blanks,21,President,
Agawam,-,1,Total Votes Cast,1605,President,
Agawam,-,2,Clinton/ Kaine,850,President,
Agawam,-,2,Trump/ Pence,1069,President,
Agawam,-,2,Johnson/ Weld,105,President,
Agawam,-,2,Stein/ Baraka,25,President,
Agawam,-,2,Mcmullin/ Johnson,0,President,
Agawam,-,2,Kotlikoff/ Leamer,0,President,
Agawam,-,2,Feegbeh/ O'Brien,0,President,
Agawam,-,2,Moorehead/ Lilly,0,President,
Agawam,-,2,Schoenke/ Mitchel,0,President,
Agawam,-,2,All Others,30,President,
Agawam,-,2,No Preference,0,President,
Agawam,-,2,Blanks,20,President,
Agawam,-,2,Total Votes Cast,2099,President,
Agawam,-,3,Clinton/ Kaine,770,President,
Agawam,-,3,Trump/ Pence,921,President,
Agawam,-,3,Johnson/ Weld,70,President,
Agawam,-,3,Stein/ Baraka,16,President,
Agawam,-,3,Mcmullin/ Johnson,5,President,
Agawam,-,3,Kotlikoff/ Leamer,0,President,
Agawam,-,3,Feegbeh/ O'Brien,0,President,
Agawam,-,3,Moorehead/ Lilly,0,President,
Agawam,-,3,Schoenke/ Mitchel,0,President,
Agawam,-,3,All Others,15,President,
Agawam,-,3,No Preference,0,President,
Agawam,-,3,Blanks,17,President,
Agawam,-,3,Total Votes Cast,1814,President,
Agawam,-,4,Clinton/ Kaine,700,President,
Agawam,-,4,Trump/ Pence,724,President,
Agawam,-,4,Johnson/ Weld,69,President,
Agawam,-,4,Stein/ Baraka,28,President,
Agawam,-,4,Mcmullin/ Johnson,0,President,
Agawam,-,4,Kotlikoff/ Leamer,0,President,
Agawam,-,4,Feegbeh/ O'Brien,0,President,
Agawam,-,4,Moorehead/ Lilly,0,President,
Agawam,-,4,Schoenke/ Mitchel,0,President,
Agawam,-,4,All Others,24,President,
