city_town,ward,precinct,"Alice R, Harris",Donald J. Trump,Jill E. Stein,Shiva Ayyadurai,Chase Russell Oliver,De La Cruz,Sonski,David E. West,All Others,No Preference,Blanks,Total Votes Cast
Boston,19,13,646,111,13,1,4,10,0,0,3,0,9,797
Boston,20,1,979,236,17,1,8,6,0,1,7,0,11,1266
Boston,20,2,993,213,16,1,4,10,3,1,9,0,5,1255
Boston,20,3,731,372,25,14,5,11,0,0,6,0,12,1176
Boston,20,4,904,90,14,1,3,9,0,1,8,0,11,1041
Boston,20,5,873,424,14,6,3,7,0,0,14,0,19,1360
Boston,20,6,1026,325,8,3,10,4,0,0,18,0,16,1410
Boston,20,7,628,197,4,3,2,6,0,0,10,0,9,859
Boston,20,8,742,196,7,1,4,6,0,0,7,0,8,971
Boston,20,9,824,222,9,7,2,4,0,6,2,0,15,1091
Boston,20,10,965,526,15,6,6,9,3,0,16,0,22,1568
Boston,20,11,536,169,7,1,0,5,0,0,5,0,10,733
Boston,20,12,640,248,4,4,2,6,0,1,9,0,13,927
Boston,20,13,523,281,4,4,5,3,0,0,6,0,11,837
Boston,20,14,530,254,4,2,8,0,0,0,6,0,10,814
Boston,20,15,836,509,11,8,11,5,0,0,7,0,14,1401
Boston,20,16,918,616,11,9,6,3,0,1,12,0,21,1597
Boston,20,17,1016,570,9,7,6,2,2,0,13,0,19,1644
Boston,20,18,590,218,8,2,2,4,0,0,13,0,6,843
Boston,20,19,586,252,5,3,2,3,0,0,9,0,17,877
Boston,20,20,996,366,9,5,7,8,0,1,14,0,11,1417
Boston,20,21,72,51,1,1,0,3,0,0,1,0,2,131
Boston,21,1,973,90,25,1,6,6,0,0,7,0,7,1115
Boston,21,2,255,23,9,1,1,2,0,0,7,0,1,299
Boston,21,3,535,69,12,1,7,9,0,0,4,0,4,641
Boston,21,4,455,58,23,1,4,21,0,0,6,0,9,577
Boston,21,5,798,74,21,1,5,16,0,0,9,0,9,933
Boston,21,6,555,78,18,2,3,29,0,0,12,0,6,703
Boston,21,7,661,112,24,5,9,13,0,0,14,0,7,845
Boston,21,8,931,96,21,4,4,23,0,0,13,0,11,1103
Boston,21,9,1120,156,26,3,5,26,2,1,13,0,5,1357
Boston,21,10,748,144,16,2,1,16,0,1,5,0,12,945
Boston,21,11,901,123,25,5,9,18,0,0,12,0,10,1103
Boston,21,12,736,174,23,1,6,8,4,0,5,0,8,965
Boston,21,13,917,370,14,7,4,15,0,0,9,0,16,1352
Boston,21,14,583,65,3,1,4,15,0,2,8,0,7,688
Boston,21,15,716,69,14,3,4,16,0,0,7,0,9,838
Boston,21,16,898,163,14,2,1,8,0,0,13,0,14,1113
Boston,22,1,966,212,21,2,3,21,0,1,20,0,14,1260
Boston,22,2,1151,214,27,4,15,34,0,0,11,0,10,1466
Boston,22,3,985,245,18,8,8,16,0,0,11,0,10,1301
Boston,22,4,752,165,23,2,3,9,0,2,6,0,10,972
Boston,22,5,736,167,18,4,3,14,0,0,8,0,5,955
Boston,22,6,574,120,11,2,2,20,0,0,8,0,7,744
Boston,22,7,836,166,26,6,11,19,0,0,5,0,51,1120
Boston,22,8,563,184,8,5,4,5,0,1,7,0,10,787
Boston,22,9,620,238,21,4,6,14,0,0,15,0,9,927
Boston,22,10,842,172,21,0,4,18,0,0,16,0,17,1090
Boston,22,11,570,140,15,5,5,10,0,0,7,0,11,763
Boston,22,12,581,202,11,3,2,11,0,0,8,0,11,829
Boston,22,13,515,134,6,2,2,2,2,0,9,0,6,678
Bourne,-,1,853,1058,5,18,8,3,0,0,17,0,23,1985
Bourne,-,2,954,943,6,11,8,2,1,0,25,0,12,1962
Bourne,-,3,476,537,4,4,5,1,0,0,7,0,13,1047
Bourne,-,4,1159,899,11,9,3,1,0,0,4,0,34,2120
Bourne,-,5,932,732,10,5,9,1,0,0,4,0,21,1714
Bourne,-,5A,168,169,1,1,5,1,0,0,1,0,4,350
Bourne,-,6,888,523,8,5,5,1,0,0,26,0,8,1464
Bourne,-,7,835,748,4,8,10,5,0,0,14,0,6,1630
Boxborough,-,1,2295,768,32,17,31,4,0,1,18,0,26,3192
Boxford,-,1,936,836,9,6,13,3,0,0,12,0,13,1828
Boxford,-,2,1102,763,11,9,16,1,0,0,21,0,10,1933
Boxford,-,3,974,667,6,8,12,3,0,0,11,0,21,1702
Boylston,-,1,1886,1367,31,23,25,7,0,0,16,0,32,3387
Braintree,-,1A,915,882,5,8,5,4,0,0,8,0,29,1856
Braintree,-,1B,777,816,12,8,6,4,0,0,14,0,25,1662
Braintree,-,2A,962,751,15,14,7,6,0,0,19,0,17,1791
Braintree,-,2B,865,775,10,10,11,7,0,0,12,0,22,1712
Braintree,-,3A,770,653,7,8,8,3,0,0,11,0,18,1478
Braintree,-,3B,847,683,11,15,6,5,0,0,9,0,19,1595
Braintree,-,4A,837,704,7,11,8,2,0,0,14,0,16,1599
Braintree,-,4B,848,588,10,12,4,5,0,0,7,0,17,1491
Braintree,-,5A,844,772,13,13,7,4,0,0,10,0,25,1688
Braintree,-,5B,919,809,12,17,5,5,0,0,10,0,17,1794
Braintree,-,6A,1015,914,12,5,13,4,0,0,13,0,37,2013
Braintree,-,6B,947,863,18,12,10,2,0,0,13,0,39,1904
Brewster,-,1,1684,860,15,15,9,5,0,0,13,0,29,2630
Brewster,-,2,1552,704,15,10,8,5,0,0,12,0,33,2339
Brewster,-,3,1540,773,17,5,5,2,0,0,11,0,27,2380
Bridgewater,-,1,880,1023,13,9,6,2,0,0,12,0,20,1965
Bridgewater,-,2,906,945,4,11,10,1,2,2,12,0,23,1916
Bridgewater,-,3,1088,1154,15,17,5,5,0,0,1,0,41,2326
Bridgewater,-,4,460,567,4,6,5,4,0,0,3,0,13,1062
Bridgewater,-,5,141,80,3,0,0,1,0,0,0,0,3,228
Bridgewater,-,6,728,704,10,5,3,5,0,0,4,0,16,1475
Bridgewater,-,7,976,901,9,14,8,6,2,0,4,0,20,1940
Bridgewater,-,8,897,712,12,7,6,7,0,2,4,0,12,1659
Bridgewater,-,9,994,1032,8,14,8,0,0,0,5,0,25,2086
Brimfield,-,1,1017,1271,12,24,16,4,0,0,14,0,5,2363
Brockton,1,A,806,199,5,10,2,7,0,0,1,0,8,1038
Brockton,1,B,1064,385,6,8,5,8,0,0,2,0,17,1495
Brockton,1,C,899,373,4,9,5,6,0,0,2,0,20,1318
Brockton,1,D,1166,652,8,15,4,8,0,0,1,0,33,1887
Brockton,2,A,636,128,0,2,0,3,0,0,1,0,8,778
Brockton,2,B,774,155,8,10,3,5,0,0,0,0,11,966
Brockton,2,C,519,133,4,6,1,6,0,0,1,0,12,682
Brockton,2,D,803,287,6,14,1,4,0,0,0,0,17,1132
Brockton,3,A,887,298,13,11,3,2,0,0,1,0,12,1227
Brockton,3,B,698,218,4,8,2,1,0,0,2,0,3,936
Brockton,3,C,1113,522,11,8,3,6,0,0,5,0,20,1688
Brockton,3,D,1027,593,5,11,4,3,0,0,5,0,17,1665
Brockton,4,A,522,148,2,10,3,5,0,0,0,0,10,700
Brockton,4,B,889,285,7,8,2,1,0,0,1,0,7,1200
Brockton,4,C,988,462,11,13,5,6,0,0,2,0,19,1506
Brockton,4,D,936,427,8,7,4,7,0,0,0,0,22,1411
Brockton,5,A,708,192,9,10,3,6,0,0,1,0,13,942
Brockton,5,B,996,409,7,11,6,5,0,0,4,0,15,1453
Brockton,5,C,883,261,9,6,2,8,0,0,2,0,9,1180
Brockton,5,D,1042,528,7,16,3,8,0,0,2,0,13,1619
Brockton,6,A,833,318,8,8,6,2,0,0,2,0,13,1190
Brockton,6,B,971,519,6,4,3,7,0,0,0,0,42,1552
Brockton,6,C,960,382,7,8,3,3,0,0,4,0,15,1382
Brockton,6,D,1083,679,7,10,9,9,0,0,0,0,19,1816
Brockton,7,A,742,179,7,8,5,10,0,0,3,0,5,959
Brockton,7,B,1006,275,8,16,4,6,0,0,1,0,10,1326
Brockton,7,C,840,241,3,6,1,4,0,0,1,0,9,1105
Brockton,7,D,936,351,7,14,3,0,0,0,2,0,18,1331
Brookfield,-,1,930,1109,8,9,16,6,0,0,12,0,17,2107
Brookline,-,1,1243,160,14,6,10,5,0,0,18,0,12,1468
Brookline,-,2,818,131,19,4,6,10,0,2,13,0,8,1011
Brookline,-,3,1439,166,25,1,6,9,0,0,15,0,16,1677
Brookline,-,4,1126,198,19,10,8,9,0,0,9,0,4,1383
Brookline,-,5,732,104,4,6,4,7,0,0,13,0,9,879
Brookline,-,5A,717,84,11,3,1,9,0,0,4,0,15,844
Brookline,-,6,1571,148,18,5,4,9,0,1,13,0,14,1783
Brookline,-,7,1328,176,18,2,6,6,0,0,20,0,20,1576
Brookline,-,8,1483,114,20,2,4,6,0,1,12,0,15,1657
Brookline,-,9,1469,181,21,4,4,14,0,0,15,0,27,1735
Brookline,-,10,1472,182,22,2,5,10,0,1,17,0,16,1727
Brookline,-,11,1572,176,22,4,8,16,0,0,13,0,16,1827
Brookline,-,12,1553,240,32,2,9,10,0,0,27,0,19,1892
Brookline,-,13,1319,186,21,5,9,13,0,0,16,0,21,1590
Brookline,-,13A,227,35,3,3,0,4,0,0,6,0,9,287
Brookline,-,14,1199,306,12,3,13,8,1,0,23,0,31,1596
Brookline,-,14A,344,56,1,0,0,1,0,0,11,0,5,418
Brookline,-,15,1454,360,25,8,7,6,0,1,28,0,39,1928
Brookline,-,16,1408,310,25,7,12,1,0,0,21,0,24,1808
Brookline,-,17,1236,184,29,5,7,7,0,0,12,0,20,1500
Buckland,-,1,808,296,12,5,6,4,0,0,2,0,10,1143
Burlington,-,1,1260,948,19,14,15,7,1,0,19,0,89,2372
Burlington,-,2,844,534,33,8,11,1,0,0,2,0,18,1451
Burlington,-,3,1208,810,23,10,13,7,1,0,21,0,40,2133
Burlington,-,4,999,619,18,15,1,4,1,1,11,0,29,1698
Burlington,-,5,1324,978,31,17,12,5,0,0,17,0,49,2433
Burlington,-,6,1284,958,19,12,10,1,0,0,16,0,52,2352
Burlington,-,7,1299,722,22,12,14,1,0,0,15,0,76,2161
Cambridge,1,1,812,140,24,3,9,5,0,2,5,0,10,1010
Cambridge,1,2,383,46,11,1,1,3,1,1,3,0,3,453
Cambridge,1,2A,35,3,0,0,0,0,0,0,0,0,0,38
Cambridge,1,3,1228,230,16,7,14,10,0,0,11,0,19,1535
Cambridge,2,1,1320,202,35,5,7,29,0,0,17,0,18,1633
Cambridge,2,2,1261,207,25,8,9,11,2,0,14,0,11,1548
Cambridge,2,3,1152,145,31,3,12,6,0,1,11,0,24,1385
Cambridge,2,3A,118,19,3,0,2,2,0,0,1,0,2,147
Cambridge,3,1,1127,130,44,21,5,20,2,0,5,0,17,1371
Cambridge,3,2,1427,138,30,3,10,32,0,0,8,0,10,1658
Cambridge,3,3,996,55,23,1,2,13,0,0,6,0,9,1105
Cambridge,3,3A,482,44,6,0,1,8,0,1,1,0,13,556
Cambridge,4,1,1695,149,35,8,9,22,3,1,8,0,21,1951
Cambridge,4,2,1329,97,33,1,8,15,2,1,5,0,12,1503
Cambridge,4,2A,211,18,2,0,2,7,1,1,0,0,6,248
Cambridge,4,3,1529,101,35,8,8,23,0,4,4,0,15,1727
Cambridge,5,1,1410,119,37,6,10,14,0,0,7,0,27,1630
Cambridge,5,2,261,26,9,0,1,5,1,0,3,0,5,311
Cambridge,5,3,1387,101,31,2,4,15,0,1,4,0,15,1560
Cambridge,6,1,1281,85,34,2,7,16,1,1,5,0,11,1443
Cambridge,6,1A,371,21,7,0,3,4,0,0,1,0,4,411
Cambridge,6,2,947,63,18,1,8,10,2,3,4,0,17,1073
Cambridge,6,3,1721,110,43,1,14,15,0,1,12,0,20,1937
Cambridge,7,1,1530,81,25,2,4,22,0,1,11,0,13,1689
Cambridge,7,2,1077,89,25,2,5,9,2,6,5,0,17,1237
Cambridge,7,2A,39,0,0,0,1,0,0,0,0,0,0,40
