district,gender_female,total_population,race_white,race_black,race_native_american,race_asian,race_hawaiian,race_other,race_multiracial,race_hispanic,total_households,ed_25yrs_older_total,median_age,median_household_income,median_family_income,ancestry_afghan,ancestry_albanian,ancestry_alsatian,ancestry_american,ancestry_arab,ancestry_armenian,ancestry_assyrian,ancestry_australian,ancestry_austrian,ancestry_basque,ancestry_belgian,ancestry_brazilian,ancestry_british,ancestry_bulgarian,ancestry_cajun,ancestry_canadian,ancestry_carpatho_rusyn,ancestry_celtic,ancestry_croatian,ancestry_cypriot,ancestry_czech,ancestry_czechoslovakian,ancestry_danish,ancestry_dutch,ancestry_eastern_european,ancestry_english,ancestry_estonian,ancestry_european,ancestry_finnish,ancestry_french,ancestry_french_canadian,ancestry_german,ancestry_german_russian,ancestry_greek,ancestry_guyanese,ancestry_hungarian,ancestry_icelander,ancestry_iranian,ancestry_irish,ancestry_israeli,ancestry_italian,ancestry_latvian,ancestry_lithuanian,ancestry_luxembourger,ancestry_macedonian,ancestry_maltese,ancestry_new_zealander,ancestry_northern_european,ancestry_norwegian,ancestry_pennsylvania_german,ancestry_polish,ancestry_portuguese,ancestry_romanian,ancestry_russian,ancestry_scandinavian,ancestry_scotch_irish,ancestry_scottish,ancestry_serbian,ancestry_slavic,ancestry_slovak,ancestry_slovene,ancestry_soviet_union,ancestry_subsaharan_african,ancestry_swedish,ancestry_swiss,ancestry_turkish,ancestry_ukrainian,ancestry_welsh,ancestry_west_indian,ancestry_yugoslavian,ancestry_other,poverty_total,below_poverty_level,above_poverty_level,ed_college_degree,ed_some_college,race_minority,vote_male_eligible,vote_female_eligible,vote_eligible,gender_female_pct,below_poverty_pct,ed_college_degree_pct,ed_some_college_pct,race_minority_pct,race_white_pct,race_black_pct,race_asian_pct,race_hispanic_pct,race_native_pct,poverty_pct,vote_female_pct,wwc_pct,white_college_pct,ancestry_french_candadian_pct,ancestry_portuguese_pct,area_m2,very_low_density_pct,low_density_pct,medium_density_pct,high_density_pct,density_type
Second Middlesex,91479.53432738346,178243.59358370275,114910.78596045807,11460.049673693013,96.20588235294117,22902.05599105732,72.57894736842105,2229.7799878407063,9473.211212646846,17098.92592828545,75723.4440051546,132361.95278322074,37.03938265034592,153060.32472108045,187823.46561514196,28,140.9905355509672,10,3024.9219546027407,1447.917750930031,385.0699296799347,4.864864864864865,90,125.37580437580438,30.675675675675677,120,3038.4810326833867,352.8299936299936,307.0909090909091,0,374.24014775337923,0,0,12.219999999999999,20.323529411764707,121.65875875875875,23,58.2027027027027,517.7759785155133,647.2498283727525,3252.1160167519793,0,1820.8285412864561,166,878.457721035877,750.4484382916336,2217.5047858588664,0,739.0003881696232,3.1756756756756754,106.55087354206272,0.10071942446043167,315.07674009946544,8654.169817552762,18.84939091915836,9503.89643209987,48,149.84155931069097,0,12.790849673202613,10,0,144.85382435931368,109.8619029988893,12,1033.3013371527707,2243.7392877853763,370.75914149443565,701.7002426183128,78.67567567567568,188.85525604086757,458.48307309165807,6.777777777777778,3.4651162790697674,6.909090909090909,15.380952380952381,0,2466.7020463698627,271.98256802982996,122.07762413576367,267.010677012045,205.76410617805968,35.75288606324243,2768.7542271340126,109.72727272727272,33417.09342676785,172162.9250954507,15637.324537253744,156525.60055819692,90854.37942695846,107093.67014780114,63332.80762324469,64594.64551088004,70341.70242315202,134936.34793403206,0.5132276144579911,0.09082864111761628,0.5097203080361677,0.6008275977532411,0.3553160388538944,0.6446839611461057,0.06429431455729376,0.1284874004759255,0.09593010096183814,5.397438439085505e-4,0.09082864111761628,0.5212954367013164,0.13857094545683915,0.36024139725386106,0.004210240734061642,0.012588050109816272,46338580.0911,0,0.025974025974025976,0.14285714285714285,0.8311688311688312,high
Suffolk and Middlesex,92817.79706959706,175308.78306623932,108479.67203907204,8468.375297619048,141.5,30375.019062881565,73,1664.889880952381,9854.05515873016,16252.271626984126,72103.33341727716,114862.70429639803,38.001518560179974,140547.96549560854,180624.04948453608,0,476.77899937752875,0,2440.890749070452,2329.343298084433,2439.6671102921105,0,38.04166666666667,93.71428571428571,11.625,84.32303921568628,1406.0748885918003,247.04097098435332,152.97254901960784,0,319.86924066924064,0,0,112.15220125786165,32,114.90076252723313,0,30.40735294117647,231.22745098039215,893.9717544939105,2807.4035535645558,49,2108.330086259595,37,760.014101764102,710.9017847392847,2306.509445190827,16,1124.1887371615312,0,259.1489567734851,18.866666666666667,739.7964155331803,8362.304220046797,143.9598506069094,6370.839443712057,17,90.39093137254902,0,84.08148148148149,0,3.7333333333333334,169,181.8522331154684,0,1480.704389389642,629.0824327461954,99.40833333333333,1452.0801159092919,70.29411764705883,421.6594411092053,481.1963610391746,21.56388888888889,15,59.9375,1.619047619047619,0,1807.7951585275116,222.1257137865628,112.96130328441649,676.869733498507,497.3403012512058,17.28301886792453,1175.5119924737571,28.833333333333336,41497.50768313857,151726.15299603142,21400.371582564414,130325.78141346703,85394.37126068377,98156.024732906,66829.11102716728,60501.676725162026,72041.48444340678,132543.1611685688,0.5294532050600479,0.14104603036448282,0.4871083454410726,0.5599036341254982,0.3812080025786062,0.6187919974213938,0.048305482186932557,0.17326581436256136,0.09270654523249588,8.071472377201724e-4,0.14104603036448282,0.5435322638169479,0.09688495218900317,0.33098289137592873,0.0040551407197360724,0.0035884250734231644,42997871.7897,0.041666666666666664,0.010416666666666666,0.125,0.8229166666666666,high
Second Suffolk,97729.68205866797,181713.5693700745,39341.879455676906,69307.07301314881,459.40277777777777,9931.429985803672,137.16666666666666,2100.491688625384,11406.409151448526,49029.7166309267,70045.02677806407,120763.6929573403,37.00178940123882,86760.43424787134,114493.43887775551,102,188.55504856880776,0,2013.5674033284104,818.4819359211076,112.22157657657658,3.043478260869565,14,12.933333333333334,0,74.43711551606289,342.4169467787115,95.23130434782608,76.06666666666666,6,77.30504504504506,0,0,0,0,68.37965672990063,0,19,33.56699453551913,174.83048311469366,801.977872570559,0,571.3036274887933,0,325.165432288862,233.95740101348312,777.7653543877642,0,239.83572878737726,252.67235870644618,195.47869674185463,1.4666666666666666,218.05486012328117,2657.496227328094,36,2335.3144312300024,6,2.4551311550851356,0,24.522807017543858,7,2.933333333333333,54.65714285714286,207.51203007518797,0,390.7311076702702,319.11749106946866,40.685964912280696,338.6689062113777,21.4,217.68315789473684,105.03020966610227,51.983050847457626,46,0,12.8,0,9091.707449100462,61.59863643570636,57.93333333333334,60.8459649122807,53.72782108253806,0,17831.02450544747,33,65005.132609571076,172610.2011815814,36252.92445765204,136357.27672392933,44723.23979631442,72461.55374293114,142371.68991439755,56112.81127244487,69058.92693151181,125171.73820395669,0.5378226975423807,0.21002770525430836,0.24611942823726002,0.39876798410886577,0.7834950928978012,0.21650490710219863,0.3814083519101389,0.05465431128908984,0.26981868663354297,0.0025281699070154005,0.21002770525430836,0.5517134132865213,0.04097746555394823,0.11143723951424477,0.0012875064962100315,0.0017561566380304813,29549615.6133,0.037037037037037035,0,0.07407407407407407,0.8888888888888888,high
First Suffolk,93254.73250959566,183757.52346177213,82897.90158467264,34700.02966959941,285.59722222222223,24095.95013933435,101,2092.861817422344,14394.642027855187,25189.541000666,82336.93268485898,138864.67616973666,38.44907862407863,130354.36912280702,164459.4907778669,37,407.34484126984125,0,1594.5160646069414,902.1345588009585,163.7742268041237,3.9565217391304346,41.947164948453604,65.05,0,53.21666666666667,341.7840671265793,123.05833333333332,29.198017446471056,0,248.21927526334306,0,0,65,0,55.37037037037037,9,54.75,338.88684210526316,718.6690944638448,1900.122159569636,16,1304.54084555854,0.95,537.4868511294941,554.787777001221,1653.153421523995,0,668.1905840345005,216.61271102284013,121.49775469601839,0,330.5997284878864,11929.507194051997,19.2,3155.04471688299,27.946610169491525,234.57820258192652,0,0,0,0,101.66349206349206,143.68717948717952,0,1223.0668297304783,521.0559495945483,63.19736842105263,673.3562597707607,22.400000000000002,99.82105263157894,375.90371383007636,49.016949152542374,15,19,11.200000000000001,0,9836.123148003611,197.6938231105872,26,53.30701754385965,168.38993710691824,30.3,7726.431934849274,13.26315789473684,47878.99109976803,179962.39615700467,28723.335781794434,151239.06037521022,75284.74144072301,96474.47098515519,100859.6218770995,66146.2427270065,72572.34118444721,138718.58391145372,0.5074879697592128,0.1596074313032336,0.40969610398773587,0.5250096386133828,0.5488734282930285,0.4511265717069715,0.18883596718051224,0.13112905357775534,0.1370803248004498,0.0015542069616629125,0.1596074313032336,0.5231623560313396,0.08693411276360101,0.28406060982322734,0.0030191295928987416,0.002835562537949342,31468946.6027,0.06329113924050633,0,0.05063291139240506,0.8860759493670886,high
First Plymouth and Norfolk,88084.16822719753,170457.27918248496,149838.88876672584,2828.405452638938,47.40438871473354,6495.668247166254,18.606060606060606,1199.527260512332,4754.470360013085,5274.308646107757,69606.91172767275,124865.1413583155,47.0566339066339,150906.48283355063,186022.23542210617,0,569.0374887082204,0,5950.935127010599,442.24653886119853,191.1057434823457,0,35.3394495412844,88.24903090803059,0,13.73076923076923,579.4166666666666,470.9202882741009,118.78670557314625,0,377.86039351500506,0,26.176744186046513,76.01538461538462,0,56.45762711864407,0,48.850746268656714,199.45105545617173,425.16734045070444,5919.5636021491255,0,1715.0089724398701,127.20421883234934,864.6898695666894,1010.1481777568199,2249.1382956182374,0,711.3028910170452,0,68.41814407814408,14.791666666666668,107,27151.98120031755,27.98837209302326,7857.304888527134,29.66101694915254,409.9302789737112,0,0,0,12,274.17162867497865,253.87901013714966,0,1294.0867076621437,714.2349242909853,84,424.20784235425816,126.04182996336242,524.6362205326316,1511.172628652033,26,9.493670886075948,43.021613267182886,22.577981651376145,0,1025.118058632643,594.0496452636175,72.45701072104268,58.524847094801224,141.71490148707846,25.501297353399067,895.7051766105164,0,11064.301240061268,169099.4039267421,10039.066103474644,159060.33782326747,71760.65443534328,98273.60215469645,20618.39041575916,62757.389910672646,68782.29344449841,131539.68335517106,0.5167521659951995,0.059367838504172425,0.4209890875855123,0.5765292196732094,0.1209592838431142,0.8790407161568861,0.016593045871692913,0.03810730922328195,0.030942114478204753,2.781012869739886e-4,0.059367838504172425,0.5229014673752783,0.2719971760308216,0.3815139907157146,0.005926107600693276,0.004190111022048833,377342876.485,0.058823529411764705,0.7058823529411765,0.19607843137254902,0.0392156862745098,low
Norfolk and Plymouth,85285.08578641384,171424.5168428277,109018.74244761626,8653.04358688499,167,33519.36767345022,7,2508.40746891642,6843.996652268179,10706.959013691623,71167.6879169412,128213.59769992305,41.067249357326475,119795.46199460917,145986.35237007425,0,2188.1875662427133,0,3979.157576081802,2081.210355711046,180.7904761904762,0,0.2689075630252101,12,0,0,1399.913384813385,141.11045649307846,144.9142857142857,0,198.7745208043558,0,0,0.5378151260504201,0,167.11327057394473,13,13,79.57303370786516,146.60533169922738,2791.984299266384,0,958.5973151986384,46.62162162162162,557.5479634621145,847.8878487652072,1398.4009770354614,0,423.9452622534402,19,53.114285714285714,0,54,20603.070415698123,0,6272.972054431564,32,145.90140056022412,0,239.4943820224719,0,2.9375,19.34285714285714,223.68704941875671,15,846.8741577281502,608.7216079401996,26.142857142857142,458.4822728804142,20,156.81147000659197,779.230081867129,12.566666666666666,0,4.628571428571428,0,0,2788.3876611797555,487.3533304158842,24,150.89189189189187,132,34,2439.4073889229567,0,34099.44293490841,169352.18930919017,14626.62889035575,154725.56041883444,60263.455863814925,88904.82783620816,62405.77439521143,61261.32405568515,63571.58511362914,124832.90916931428,0.49750810069138673,0.08636811221643896,0.35154514053009167,0.5186237620708679,0.36404229420946127,0.6359577057905387,0.05047728146621304,0.19553426948948496,0.06245873817167241,9.741897079582592e-4,0.08636811221643896,0.5092534135161848,0.257703081271224,0.2333446525379637,0.0049461294357481065,0.0035509600327373954,165530088.115,0.014705882352941176,0.4117647058823529,0.3235294117647059,0.25,low/medium
"Norfolk, Plymouth and Bristol",85809.99342814999,166994.5497330339,110719.76512733418,21675.15561831125,160.43478260869566,14641.002044266483,61,2791.0501960784313,8365.275172682626,8580.866791752267,59514.02747100789,115979.02531620116,42.61574988246358,137406.47527200793,158369.96963562752,0.7804878048780488,440.06442577030816,0,4733.610394851113,1022.4356579632813,214.41346649418537,0,22.327731092436977,15,0,36.073170731707314,1898.1796722525678,152.92798922127497,49.49467180297358,0,247.29656788976803,0,9,42.655462184873954,10,52.023853110441216,47.421052631578945,92,67.10578397212544,366.1415103289196,3851.095011633364,0,1194.2660806486929,38.184225041367895,495.27625332483996,454.81375621658543,1589.9285528370046,0,521.1025492375617,75.28947368421052,71.74250871080139,13,57.63265306122449,17388.96422787732,29.109756097560975,5446.079231704247,10,168.53712704594034,0,0,0,20,101.11784455262716,130.9345722028649,0,1090.530103695008,2548.431277052333,74.9513356562137,1013.8867901101391,27,230.32833010616758,608.736114477841,40.390243902439025,0,14.114285714285714,0,0,3950.285670883118,924.6496116984073,6.810810810810811,152.30486486486487,89.09787631858012,0.15853658536585366,5961.649717195284,0,22746.8688453532,158380.02137830542,9770.975788995496,148609.04558930994,56019.15887805365,81512.00264662076,56274.78460569975,59500.262113959216,64797.318034731325,124297.58014869054,0.5138490661241955,0.06169323443678929,0.3354550131582663,0.48811175440713517,0.33698575609601344,0.6630142439039867,0.1297955870593518,0.08767353226600715,0.05138411286757612,9.607186753410514e-4,0.06169323443678929,0.5213079607601191,0.23725769230724542,0.23791936858291493,0.0027235245518112666,0.015260565576100458,311361893.118,0.0375,0.5,0.325,0.1375,low/medium
Second Plymouth and Norfolk,89558.22922303012,173818.46815723178,76419.19468632071,43746.79220383792,133,4736.004780191917,86,8489.978461538461,21988.69540618368,18218.8026191591,60849.10809088411,116637.91048252302,39.692889109895575,109168.42909663866,122443.18269230769,0,171,0,3483.5018941238186,214.23006955591225,93,0,0,26,0,0,2029.7986417593047,26,17.959183673469386,0,158.5969385137463,0,26,0,0,33.03370786516854,7,0,43.357142857142854,29,2331.474367028634,0,573.1338566517879,170.4607212748113,443.783105022831,866.0519590936266,626.0897850289878,0,699.6709470304976,0,57,0,14.36734693877551,10957.391791501886,0,4279.798059072791,0,410.0315907184792,0,0,0,0,46,88.72602739726028,0,650.0613674129032,1733.1156462585034,0.7619047619047619,89,73,140.13647376758922,694.7671196229762,0,0,23,0,0,18976.253573339447,534.0772994129159,32,0,14,10,14282.134487502866,0,26144.274373101558,172392.21449198425,18064.65095664247,154327.56353534182,31735.586077684115,63596.49320472477,97399.27347091108,57066.69552195205,61330.67794188631,118397.37346383836,0.51524000972105,0.1047880904011615,0.18257890783490802,0.36587880378278903,0.5603505456209991,0.439649454379001,0.25168092129465597,0.027246844540752983,0.10481511436793262,7.651661035218166e-4,0.1047880904011615,0.5180070819782019,0.23138497253852067,0.10016185392447904,0.004982508293136135,0.009970837187972287,226154553.921,0.03278688524590164,0.4918032786885246,0.3114754098360656,0.16393442622950818,low/medium
Bristol and Norfolk,93693.38454754186,182713.98378929964,141547.48051043574,9830.931866379691,95.56521739130434,12867.134097752296,0,1502.0644555694616,7349.870428313169,9520.937213457973,69807.70006494173,128414.64511270127,42.2891339214114,136277.87697929353,160064.51104626927,63.21951219512195,138.36363636363637,0,5225.333354201173,1644.9256966897703,187.95434206494673,0,16,27,24,37.2450110864745,759.5761308773325,101.44379857381159,204.140243902439,0,261.94349845201236,0,31,24,0,77.03185078909613,17.57894736842105,49,180.90148875514728,874.178080123791,4062.1162208336477,10,1807.837824883717,89,1998.087566789076,2475.479564656609,1941.865253767707,0,598.5011522382322,0.7105263157894737,47.91463414634146,0,82.18823529411765,15936.19016465613,29.890243902439025,6900.948698479275,47,236.47364726378356,0,0,0,0,31.36470588235294,172.75,15,1569.7239689889257,3299.9912499609095,94.7439024390244,818.5797758983781,79,429.62098930481284,824.4884765566475,31.609756097560975,0,29,0,0,1664.1177312152931,432.85124075459726,28,116.28856209150327,301.5140888297981,17.84146341463415,2714.322172968071,21,21334.395515401477,179824.1429652018,10427.833710840892,169396.3092543609,65264.7585941996,93383.2823839211,41166.50327886389,66462.36139539508,70259.3858344355,136721.7472298306,0.5127871584015502,0.057989063864793765,0.35719629795528396,0.5110899584544549,0.2253057069038344,0.7746942930961656,0.053805032666336204,0.07042227327597593,0.05210842112904306,5.230317647800145e-4,0.057989063864793765,0.5138859563894307,0.2785224247359357,0.28580114472468654,0.01354838591616096,0.01806096710017752,418690735.299,0,0.7049180327868853,0.22950819672131148,0.06557377049180328,low
Third Bristol and Plymouth,93610.33752026438,183626.98225822783,149002.05852339973,7028.712579281881,146,2721.8458253062286,37,4159.895668277335,11230.909263288197,9300.560398674506,72573.06456707139,134112.25802582188,46.22295281582954,108019.90627958346,128192.47852760737,0,316,0,5525.131822159412,763.6492743147784,114.72881355932203,0,0,21.88,0,0,1377.6288886768882,87.55882352941177,25,0,296.1186440677966,0,0,47,0,46,22.779904306220093,41,218.88704222443107,222.01400577303258,6754.603260891965,0,1466.717686358168,35.536144578313255,2435.3856081241956,1893.0045670788884,1535.49237732058,0,463.863225468974,0,27,0,0,12894.929737288787,11,5980.606935140489,18.67469879518072,179.74470588235295,0,0,0,0,16,49.74096385542168,0,2038.6540439136645,13103.386070941193,198,343.5949358023047,70.44843373493975,414.29086997580015,1132.7234327090864,0,0,0,13,0,4796.04362089547,616.9133247993382,0,34,279.48771060268655,4,1769.264797895603,0,11252.818089647586,182185.6645895426,14837.160145929302,167348.5044436133,42609.740060446886,79849.53225148044,34624.923734828146,69523.32575671168,74075.5301543022,143598.8559110139,0.5097853069796879,0.08143977836761669,0.23204509237387774,0.43484640040095524,0.18856119786435524,0.811438802135645,0.03827712296332171,0.014822689954565597,0.050649203533691324,7.950901234911414e-4,0.08143977836761669,0.515850420146841,0.41728405728725904,0.2011084183328997,0.010308967363068822,0.07135871814586806,877347009.952,0.1935483870967742,0.7096774193548387,0.03225806451612903,0.06451612903225806,low
First Bristol and Plymouth,89140.7782098698,172647.34410110518,134600.76006127585,5646.891351351351,136,3554.795384615385,0,2328.7536842105264,11201.962361308677,15178.181258343362,72255.34086223877,126401.77465587044,44.14553727686384,96220.23076923077,115181.14849921012,0,0,0,4075.9462054776905,686,41,0,0,11.120000000000001,0,0,3436.668316831683,199.16883116883116,0,0,109,0,0,59,0,0,11,40.33333333333333,168.7134213421342,94.16883116883116,5738.858354692611,0,470.2601760176018,13,3450.123839241067,3176.0182461103254,1176.7045930307315,0,194,0,11.333333333333332,0,13,6541.675837869501,0,3286.6449610675354,0,65.18883116883117,0,0,12.277777777777777,0,56,142.27777777777777,0,1455.0529878702157,35168.98241509865,58,108,1.056103896103896,121.85714285714286,529.9686954409727,0,0,15,0,0,2636.3663483491205,499.48883116883115,16,0,92.58415841584159,70,949,0,17753.847141285558,170741.51606132044,21671.281408140814,149070.23465317962,32463.488108108108,65282.96261516577,38046.5840398293,60736.4644341577,67037.96464274998,127774.42907690769,0.5163171126320221,0.12692449913797033,0.188033521610949,0.37812897125677747,0.22037167289146703,0.7796283271085328,0.032707664173764736,0.020589922208902545,0.08791436287287897,7.877329402782826e-4,0.12692449913797033,0.5246586905303228,0.44071376199306256,0.1639083229185184,0.01839598670136736,0.20370416120912413,614998384.928,0.21311475409836064,0.3442622950819672,0.11475409836065574,0.32786885245901637,low/high
Second Bristol and Plymouth,83109.974899269,164823.74929033234,110901.61402999496,5312.995950522485,184.39606623048493,2561.9113045008144,31,5085.645340622964,12808.656455628407,27937.530142832202,67453.91361690225,113788.0101139247,44.16599718111345,83664.29957479706,103123.82153846153,0,0,0,2242.5661579930425,265.7369181797641,115.64179104477611,0,0,25,0,0,944.9929297286935,120.08839484215207,0,0,114.08384285925268,0,0,0,0,11,0,32.27256558470431,11.761194029850746,49.77566016073479,4359.078743554959,0,912.3548331382675,0,2615.610807624469,2565.584822386868,543.607160658226,0,188.24761904761905,2,11.736961451247165,0,34,5131.770203897905,0,1572.7493983423808,0,79.40546448087431,0,0,14,0,65.24953312583371,301.056891486903,0,935.7835222768201,31835.47163058699,11,108.11111111111111,0,102.10168812222454,296.98624896527457,0,0,30.556326268464996,0,0,8324.557346607118,268.7892340076345,0,0,44.49230769230769,21.49230769230769,864.9474814487197,0,21463.19985660456,159090.62509875136,24105.363239034392,134985.26185971696,28906.726522946312,56834.3435198192,53922.13526033735,57975.02602865685,62361.783165475674,120336.80919413253,0.5042354348636564,0.15151969655076541,0.1753796200329598,0.34481889754677963,0.3271502771445579,0.672849722855442,0.032234407804689565,0.015543338357071834,0.16949942143119823,0.001118746946507548,0.15151969655076541,0.5182269962374602,0.3683546205545947,0.14827729145711174,0.015565625909089493,0.1931485709289971,339225096.809,0.1509433962264151,0.22641509433962265,0.20754716981132076,0.41509433962264153,low/high
Plymouth and Barnstable,94708.51132557221,185948.3664928004,165769.6489430128,2011.1266746136312,641.0566469975471,2076.31728314451,61,1851.4396006401266,8128.723603335348,5409.053741056411,78329.10272833466,141928.1195880402,51.50087890625003,112263.96679841897,144404.2456996149,0,26.213032581453632,0,5265.669763917412,517.3197095339553,127.92454196906658,14,15,77.7486798806153,0,40.82608483121406,1968.2200290028554,532.9315693435133,14,0,425.3743260918937,0,0,85,0,34.64705882352941,16.71747319617502,123.36088037931641,120.5982058046568,603.5938538897948,8861.47079831975,0,1364.3797545173745,93.01320679661583,1411.7216080926296,1754.1783878778137,2467.1821828905563,0,683.1027220303278,0,77.25349002849003,0,28.764705882352942,19771.085146329286,0,8669.250413383897,47.46341463414634,500.9686196192763,0,0,0,28.81954887218045,225.54886195276418,403.17276010233525,51.864285714285714,1341.3663004428145,3265.953525373088,71.47368421052632,388.08794420057285,122.45081135902637,593.3502818736863,1460.644151439152,175.3823529411765,15,46.43414120126449,0,0,671.554052256633,849.9045562874193,23.161491628614918,98.32691484809584,196.63331720452462,62.24566539431973,292.7301086152105,0,9044.518574772825,182636.93004350946,12100.90981759582,170536.02022591367,67483.71509519887,105380.1677558164,20178.717549787572,72147.28980560234,77882.61908143175,150029.9088870341,0.5093269336638091,0.06625664269933265,0.3629164179713928,0.5667173621549213,0.10851785326422246,0.8914821467357775,0.010815511383863104,0.011166095848574725,0.02908900918613792,0.0034474981366527237,0.06625664269933265,0.5191139530723432,0.3586521193240477,0.33629405215527247,0.009433685387850572,0.01756376561393208,822596950.282,0.12962962962962962,0.8333333333333334,0.037037037037037035,0,low
Cape and Islands,89116.73451221986,171791.14130888338,139813.46368656913,7261.56815838017,363.40336505651277,2359.141001347086,0,3245.8463020459844,10146.209627416112,8601.50916806836,76609.67340692093,136601.55223035094,55.41789889958733,105446.31334622824,138943.87492613748,0,77.88422035480859,0,5261.222777725883,230.98812905438103,152.27550075388422,8.928571428571429,30.305299076676036,8.969696969696969,0,22.95557543231962,4932.358096352538,286.55646452673534,128.2851592346062,0,446.6384418486626,0,23.166666666666668,6.787878787878788,0,71.3000638045757,56.480042765502496,160.67573679756345,306.2671888071474,506.71043929595277,8705.825513475538,0,1488.4374273875312,243.77491107218776,1101.3092507472395,1349.7200996573915,3181.043598323515,0,800.2127927321391,2,100.88645306842498,0,20.63030303030303,15238.969719727704,10.746153846153845,5320.433319325004,22.349007314524556,422.1426922367092,0,47.26717557251908,9.716981132075471,0,301.23731831870873,420.9182434422037,25.29310344827586,1705.5108448349163,1724.6595838005744,15.872,652.1380994176096,73.53640412845552,350.37512912366424,1638.0622685866902,611.4162052417867,11.583333333333334,76.68772652856751,0,0,886.8557401528694,956.1429562803197,74.32893374741201,60.597664835164835,117.71561053505881,112.39515492988775,3723.7421139073977,0,11114.314267780184,169982.49875734566,11913.785635581027,158068.71312176462,66087.05142700252,101881.54877150817,31977.677622314222,65926.05524432441,72214.48110311298,138140.5363474374,0.5187504654386483,0.07008830745915942,0.384694175284492,0.59305472910459,0.18614276253522186,0.813857237464778,0.04226974745644042,0.013732611491912208,0.05006957345141971,0.0021153789554439677,0.07008830745915942,0.5227609723585137,0.324325558040605,0.3509656143207429,0.007856750292092023,0.01003928124966355,1055183813.9,0.17647058823529413,0.7647058823529411,0.058823529411764705,0,low
