city_town,ward,precinct,Biden_20,Trump_20,Clinton_16,Trump_16
Auburn,-,2,1103.928131129168,866.0026618100308,912.5425189128608,782.2968268422527
Auburn,-,3,1231.835854795753,957.5891346723694,1016.2040388858344,882.6646348473056
Auburn,-,4,1160.478845615018,766.6601288876436,879.1725973662091,788.1479405996078
Auburn,-,5,1016,850,805,752
Avon,-,1,1601,1030,1254,1068
Ayer,-,1,961.7503748125936,497.863568215892,747.4887556221889,505.49100449775113
Ayer,-,2,989.0203885102344,520.3383916708163,717.862173894067,501.0949956114192
Ayer,-,3,981.2292366771716,518.7980401132916,696.649070483744,491.4139998908296
Barnstable,-,1,1527.5847520355292,924.8519615099924,1153.1324944485566,915.8290155440416
Barnstable,-,10,1231.3105485232068,1011.4793248945148,953.6962025316456,954.2556962025316
Barnstable,-,11,1339.050439217909,1085.1425332955512,1085.1425332955512,1062.937659393596
Barnstable,-,12,1415.6390122588846,1094.378141809934,1063.1612641728034,1044.8066444038725
Barnstable,-,13,973.6270682837996,550.4703689691528,818.5593623613906,569.9382420832374
Barnstable,-,2,1368.123306758186,999.0329852715583,1043.5279211621885,949.5161441113056
Barnstable,-,3,1139.6163281574386,681.3111129871706,938.614308913127,662.9061926062782
Barnstable,-,4,1365.2068278987456,849.8325338480188,1053.981492123467,907.1465339107094
Barnstable,-,5,1450.743684201246,1174.3592103765657,1121.353144871132,1177.6082749034367
Barnstable,-,6,1391.2407501267105,1094.7389761784086,1088.9432336543334,1057.7830714647744
Barnstable,-,7,1604.9442651804047,1011.191551774714,1259.692871809915,1002.1768847169258
Barnstable,-,8,1030.821888520618,617.0735180836932,872.7852117484688,586.2701632602095
Barnstable,-,9,653.0911288373217,342.13778100072517,552.4099589074208,303.8254773990815
Barre,-,1,853,723,639,712
Barre,-,2,682,800,562,717
Becket,-,1,757,413,571,368
Bedford,-,1,1782,535,1419,548
Bedford,-,2,1095.2543926661574,487.8655462184874,875.7524828113062,487.11382734912144
Bedford,-,2A,258.23071046600455,115.02521008403362,206.47822765469823,114.8479755538579
Bedford,-,3,1734.7628991509432,522.08783958789,1392.8979995796574,532.4674208413129
Bedford,-,4,1583.5151334291736,521.1523397656722,1192.2466762988167,529.8014590317684
Belchertown,-,A,1519,771,1103,698
Belchertown,-,B,1351,996,977,894
Belchertown,-,C,1405,1028,1048,955
Belchertown,-,D,1618,686,1280,606
Bellingham,-,1,1039,800,797,786
Bellingham,-,2,1118,967,846,834
Bellingham,-,3,1210.8818393480792,896.4318975552968,893.4371362048894,789.6187427240977
Bellingham,-,4,809.3096234309623,750.8008368200836,698.1933054393305,724.4351464435147
Bellingham,-,5,885.6903765690377,854.1991631799162,692.8066945606695,831.5648535564853
Belmont,-,1,1619.1886409736308,375.81389278071697,1363.4950004530783,389.4515493541889
Belmont,-,2,1645.615333530639,466.6239797858032,1297.4300196824342,522.2356679756208
Belmont,-,3,1436,366,1317,366
Belmont,-,4,1266,330,1132,322
Belmont,-,5,1444,349,1275,350
Belmont,-,6,1762,361.4896907216495,1555.6726804123712,387.4909793814433
Belmont,-,7,1588,316,1339,345
Belmont,-,8,1241.683569979716,392.0283975659229,975.3853955375253,424.8275862068965
Berkley,-,1,958.0797081111424,1155.1872017962392,777.6429974740387,983.5761998316024
Berkley,-,2,805.9202918888577,1095.8127982037608,677.3570025259613,942.4238001683974
Berlin,-,1,1375,816,1009,745
Bernardston,-,1,916,423,711,382
Beverly,1,1,1323.4619079950885,654.1850732602376,1018.5400875078687,667.3039996550045
Beverly,1,2,1514.148100861794,718.5336737950846,1158.501117140121,763.831790616023
Beverly,2,1,1480.2747678018577,444.9380804953561,1056.2525799793602,413.5642414860681
Beverly,2,2,1629.6358183376178,461.6466723793202,1347.908597543559,488.4547272207941
Beverly,3,1,1166.4107473027125,418.3152115263326,826.7133379137459,355.1677492188118
Beverly,3,2,1238.5081649148992,606.5274517721828,1017.7186432953856,602.9888608669017
Beverly,4,1,818.9710037174722,352.42230483271373,676.5412639405205,303.11970260223046
Beverly,4,2,1813.3226364426944,583.7321094663341,1476.3142139951517,556.60125253645
Beverly,5,1,1338.1963111236485,705.5005091508064,1084.274234163518,656.1433581571907
Beverly,5,2,1275.0874965498206,699.6731990063483,1025.6138559205078,631.8087220535468
Beverly,6,1,1604.447297021764,646.0998909968853,1268.302333079018,584.9501478493022
Beverly,6,2,1500.5357479306308,913.4258233183984,1228.3197355212428,880.0654477376764
Billerica,-,1,1072.4986664092928,741.4141137280468,842.1032420493492,721.824011392409
Billerica,-,10,1192.0199900826344,1123.4219123931896,877.3618936997245,1081.345545651906
Billerica,-,11,918.403249272551,816.4483511154219,689.4093113482056,737.9592628516004
Billerica,-,12,1008.3225638497612,735.232322176327,756.2626171254426,670.9975675695379
Billerica,-,2,1137.599645928174,832.3899848254932,894.1479514415782,832.3899848254932
Billerica,-,3,1151.633658151172,953.7716618382932,919.1938372399262,892.2999736634184
Billerica,-,4,1065.9736941010838,879.7715056782174,839.4702255408351,830.7902880784213
Billerica,-,5,1251.1577628519658,1130.1985459634343,972.6135115546076,1110.5826265113135
Billerica,-,6,1013.6766509433962,768.8853773584906,638.0625,658.127358490566
Billerica,-,7,1191.118271461483,764.357775645603,929.9713625089964,828.8400424716891
Billerica,-,8,1139.4663693873792,896.7491754596929,842.221998386782,919.9126293810028
Billerica,-,9,1184.366341848828,1087.2283381617067,897.8061627600738,1032.7000263365817
Blackstone,-,1,767.0485338725986,757.1766093697337,570.5972362655881,724.5992585102797
Blackstone,-,2,822.326019166734,826.746513395463,616.9111070002045,715.3387629438323
Blackstone,-,3,860.6254469606674,976.0768772348032,662.4916567342074,887.061978545888
Blandford,-,1,307,454,256,405
Bolton,-,1,2529,1140,1891,1036
Boston,1,1,939,206,755,189
Boston,1,10,430.01893222264295,119.08216584627036,344.01514577811434,99.2351382052253
Boston,1,11,717,329,644,345
Boston,1,12,704,376,582,364
Boston,1,13,995,404,927,361
Boston,1,14,446,239,425,219
Boston,1,15,0,0,0,0
Boston,1,2,668,156,562,142
Boston,1,3,1804.9194369571728,395.9380053908356,1311.07637017071,259.4336627732854
Boston,1,4,669.0805630428272,122.06199460916442,330.9236298292902,79.56633722671458
Boston,1,5,812,199,652,153
Boston,1,6,707,154,556,138
Boston,1,7,818.2945736434109,202.29457364341084,676.6124031007752,162.24031007751938
Boston,1,8,926,257,859,187
Boston,1,9,606.6864941339462,140.6232605103188,498.3724511211104,132.52455171725532
Boston,10,1,530.2601898380792,50.58403126744835,537.2372975991066,32.26912339475153
Boston,10,2,625.7398101619207,73.41596873255165,635.7627024008933,59.73087660524846
Boston,10,3,522,60,553,58
Boston,10,4,995,207,977,154
Boston,10,5,682,72,678,77
Boston,10,6,775,74,761,44
Boston,10,7,991,72,1082,34
Boston,10,8,1303,106,1021,67
Boston,10,9,1412.6734106672454,74.00931571552407,1340.1467576619932,73.11082846283249
Boston,10,9A,4.384158860691452,0.22968408325507472,4.159076144468255,0.226895674539825
Boston,11,1,634,34,560,19
Boston,11,10,1179.8464968152866,49.3859872611465,1105.0025477707006,35.79936305732484
Boston,11,2,1021,59,1000,25
Boston,11,3,787,58,768,27
Boston,11,4,1252,73,1247,49
Boston,11,5,1078,95,1000,48
Boston,11,6,907,45,845,43
Boston,11,7,1101,80,1113,49
Boston,11,8,1536,78,1123,58
Boston,11,9,641.1535031847134,38.6140127388535,612.9974522292994,36.20063694267516
Boston,12,1,1037,61,1049,37
Boston,12,2,1236.2201735357917,74.07700650759219,1083.2559652928417,25.01301518438178
Boston,12,3,529,33,599,18
Boston,12,4,718,54,658,29
Boston,12,5,481,24,470,10
Boston,12,6,597,43,544,22
Boston,12,7,1348.7798264642083,99.9229934924078,1533.7440347071583,42.98698481561822
Boston,12,8,503,32,457,16
Boston,12,9,655,37,620,20
Boston,13,1,869.2082912032356,69.74620829120323,905.9140546006066,34.27502527805864
Boston,13,10,1027,360,913,303
Boston,13,2,346,33,329,12
Boston,13,3,761,126,679,69
Boston,13,4,585.7917087967644,53.25379170879677,580.0859453993934,24.72497472194135
Boston,13,5,595,51,611,39
Boston,13,6,807,108,801,75
Boston,13,7,820,268,758,182
Boston,13,8,732,219,681,143
Boston,13,9,843,206,799,103
Boston,14,1,1361,109,1377,50
Boston,14,10,816,71,805,13
Boston,14,11,772,43,686,30
Boston,14,12,429.6498905908096,18.140773158278627,462.1123267687819,10.50255288110868
Boston,14,13,698.5123189664022,33.10955564487789,720.7881554758476,17.14979258140776
Boston,14,14,773,28,757,16
Boston,14,2,1479,104,1517,41
Boston,14,3,666.2089300758214,40.997472620050544,710.0016849199662,8.385846672283066
Boston,14,4,829,59,850,30
Boston,14,5,663.8377904427882,21.74967119684349,607.0995177553705,11.34765453748356
Boston,14,6,697.7910699241786,53.002527379949456,725.9983150800336,24.614153327716934
Boston,14,7,657,47,696,19
Boston,14,8,797,33,759,20
Boston,14,9,739,48,775,22
Boston,15,1,908,78,887,31
Boston,15,2,618,47,612,8
Boston,15,3,363,45,395,16
Boston,15,4,911.070295404814,181.50574398249452,946.4860503282276,79.68544857768052
Boston,15,5,776.3453268977622,77.84291355857832,804.8920579201404,29.98727512066696
Boston,15,6,432.929704595186,244.49425601750548,495.5139496717724,111.31455142231948
Boston,15,7,615,57,638,22
Boston,15,8,482,171,490,77
Boston,15,9,499,153,616,81
Boston,16,1,595.0151615029664,221.02933421226103,607.0497692814766,103.66446934739618
Boston,16,10,657,397,576,331
Boston,16,11,413.96653919694074,198.00764818355643,407.4388145315488,158.29732313575528
Boston,16,12,524,497,456,442
Boston,16,2,479,213,457,157
Boston,16,3,800,211,869,106
Boston,16,4,752,200,696,111
Boston,16,5,788,255,779,175
Boston,16,6,1021,297,995,167
Boston,16,7,647,329,589,305
Boston,16,8,1175.0334608030594,455.9923518164436,1089.5611854684512,373.7026768642447
Boston,16,9,698,512,582,466
Boston,17,1,656.6546731022378,54.15708644142168,702.1079420798595,29.01272487933304
Boston,17,10,1002,63,1006,36
Boston,17,11,416,22,389,14
Boston,17,12,676,54,612,39
Boston,17,13,826,187,752,143
Boston,17,14,853,127,835,106
Boston,17,2,530,65,499,33
Boston,17,3,1132.9848384970337,87.97066578773897,1104.9502307185237,48.33553065260382
Boston,17,4,1317,183,1169,112
Boston,17,5,552,31,509,15
Boston,17,6,864,74,821,44
Boston,17,7,467,27,448,15
Boston,17,8,773,53,730,32
Boston,17,9,657,49,634,39
Boston,18,1,1305,81,1347,49
Boston,18,10,1517,244,1321,201
Boston,18,11,865,108,851,87
Boston,18,12,987,194,926,187
Boston,18,13,621,86,574,59
Boston,18,14,671,83,616,67
Boston,18,15,1068,84,919,67
Boston,18,16,982,334,836,346
Boston,18,17,983,200,935,171
Boston,18,18,1233,242,1120,205
Boston,18,19,1628.964989626556,293.4281639004149,1426.197354771784,253.4595435684647
Boston,18,2,984,37,961,18
Boston,18,20,1200.035010373444,444.5718360995851,1059.802645228216,436.5404564315353
Boston,18,21,1311,59,1223,38
Boston,18,22,1031,330,926,325
Boston,18,23,885,112,900,69
Boston,18,3,1119,35,1096,18
Boston,18,4,1161,67,1075,34
Boston,18,5,1189.4831460674156,56.359550561797754,958.1123595505618,38.561797752808985
Boston,18,6,1450.5168539325844,54.640449438202246,1353.887640449438,49.438202247191015
Boston,18,7,1029,136,932,107
Boston,18,8,1746,197,1646,147
Boston,18,9,963,191,923,164
Boston,19,1,1036,40,1008,29
Boston,19,10,1180.9284903518728,156.61407491486946,1061.2792281498298,138.1316685584563
Boston,19,11,1033,112,1051,56
Boston,19,12,864,110,807,106
Boston,19,13,765.0715096481272,109.38592508513054,766.7207718501703,86.8683314415437
Boston,19,2,1095,216,967,236
Boston,19,3,651.9060585432267,40.78965282505105,562.3144996596324,45.15997277059224
Boston,19,4,1479.5888048929237,43.40716739572045,1365.250744775602,57.79384084836413
Boston,19,5,1007,76,912,68
Boston,19,6,1466.0218145761032,54.4600892414477,1372.7050074367874,52.666336142786314
Boston,19,7,1088.8910060975609,74.4405487804878,929.7149390243902,64.14557926829268
Boston,19,8,895.1055662188099,48.95777351247601,839.257197696737,47.56046065259117
Boston,19,9,757.0034276836291,49.60167770703619,690.0278632788727,48.29396007911615
Boston,2,1,1387.5380908153868,424.9876595427067,1192.3835378872182,409.8268473583629
Boston,2,2,792.8057522123894,199.8128318584071,704.4092920353983,174.0305309734513
Boston,2,3,1202.2520891879828,312.7784902350829,1037.9581929900858,305.8441748769928
Boston,2,4,1109.7012572065892,254.9754865949771,943.4482898693255,227.6076009396216
Boston,2,5,1017.494091606392,293.9835958037225,847.9178035894752,285.46682793781326
Boston,2,6,873.5133354110468,245.21301466917248,660.4270264343061,233.058223342632
Boston,2,7,809.8994586233566,213.70456303170923,530.1778808971385,197.37045630317093
Boston,2,8,1313.7959249368569,328.54435826422196,1156.2779762970526,277.7953382679553
Boston,20,1,1011,235,895,231
Boston,20,10,1103.5250425894378,480.6947189097104,942.6354344122658,467.8630323679727
Boston,20,11,560,173,470,165
Boston,20,12,689.0834553440703,256.52269399707177,567.1185944363104,268.7320644216691
Boston,20,13,596.5152712899749,267.1261228889687,521.693855551563,235.4879626302551
Boston,20,14,607.4749574105622,239.3052810902896,471.36456558773426,251.13696763202725
Boston,20,15,975,495,878,462
Boston,20,16,962,551,845,510
Boston,20,17,1151.4847287100251,528.8738771110312,1016.306144448437,481.51203736974486
Boston,20,18,618.9165446559297,191.47730600292823,531.8814055636896,168.26793557833088
Boston,20,19,677.7874186550977,266.765003615329,558.1424439624005,256.92624728850325
Boston,20,2,1113,208,967,171
Boston,20,20,1079,381,964,363
Boston,20,21,99.06838235294116,40.868382352941175,84.19742647058823,36.26801470588235
Boston,20,3,826.9316176470588,341.1316176470588,702.8025735294118,302.73198529411764
Boston,20,4,991,116,862,105
Boston,20,5,927,401,757,381
Boston,20,6,1056,342,927,358
Boston,20,7,642.2125813449024,175.234996384671,558.8575560375995,196.07375271149675
Boston,20,8,801,187,704,183
Boston,20,9,865,227,778,211
Boston,21,1,1248,93,983,89
Boston,21,10,839,135,861,131
Boston,21,11,1153,123,988,112
Boston,21,12,947.130917746628,205.91351494313673,925.8783390637398,194.48188309970908
Boston,21,13,1108,399,854,303
Boston,21,14,626.2668124658284,67.13285948605795,601.4368507381083,56.09732094040459
Boston,21,15,828,73,791,81
Boston,21,16,1013,198,846,165
Boston,21,2,297,24,472,41
Boston,21,3,720,67,689,80
Boston,21,4,636,50,577,44
Boston,21,5,946,78,936,78
Boston,21,6,760.7966936334858,78.36756946887091,700.0882870207528,96.54555047485051
Boston,21,7,884.2033063665142,103.63243053112907,831.9117129792472,68.45444952514949
Boston,21,8,1180,94,1001,80
Boston,21,9,1158,148,987,104
Boston,22,1,1277,165,1130,121
Boston,22,10,991,169,835,163
Boston,22,11,703,158,596,130
Boston,22,12,660.4322409211692,146.54561558901682,591.0673162090345,134.8219663418955
Boston,22,13,612,111,571,124
Boston,22,2,1469,205,1249,169
Boston,22,3,1187.567759078831,261.45438441098315,1076.9326837909657,217.1780336581045
Boston,22,4,913,159,701,128
Boston,22,5,775,136,598,123
Boston,22,6,747,130,606,106
Boston,22,7,1051,151,949,155
Boston,22,8,713,192,669,199
Boston,22,9,797,219,708,173
Boston,3,1,1058.5130128168412,335.7609365424664,732.9871489051385,270.810791273452
Boston,3,10,1259.6054161710315,295.94464948870586,959.5957784313598,266.81407363130404
Boston,3,11,902.7705438006536,271.80027081898714,799.4381516324279,281.617684471712
Boston,3,12,1223.116091320465,239.1960285050012,1000.8582720316342,182.74599718971288
Boston,3,13,580.2678687808532,132.53196066060235,455.65268716373623,110.85424524377392
Boston,3,13A,0,0,0,0
Boston,3,14,812.0169397221143,146.87948409506905,676.4570544331355,106.20989620888568
Boston,3,15,563.0090883668904,98.59885346756153,472.2788730425056,69.53306767337808
Boston,3,16,1513.435418009886,133.8007736943907,1457.5364281108962,132.6114334837739
Boston,3,17,632.8194731404958,147.61131198347107,493.822701446281,124.7944214876033
Boston,3,2,1172.956036741572,380.2229381568822,852.8640902759514,310.4018565598122
Boston,3,3,733.6121881706272,204.4379027021953,603.3162413331838,224.2902571818213
Boston,3,4,784.8742226266809,223.8734168963476,628.8636307929795,237.74805412213203
Boston,3,5,881.5459561993447,176.5425073288498,654.8404897396102,150.10001724435247
Boston,3,6,647.4861256943504,151.15977255791898,505.0986083355914,127.74798469042136
Boston,3,7,1031.5645819901138,91.19922630560929,993.4635718891036,90.38856651622608
Boston,3,8,1369.653803131991,239.86521252796425,1148.9309284116332,169.1557606263982
Boston,3,9,846.7532333160889,169.57475426797723,628.9953440248319,144.17589239524054
Boston,4,1,1023.1112554112556,114.1073593073593,989.187445887446,93.2904761904762
Boston,4,10,233.97941590988765,18.300973383751597,437.3356892534947,43.31741618749488
Boston,4,10A,0,0,0,0
Boston,4,11,131.6244048668665,25.624052195380003,174.11214953271028,24.748016222888378
Boston,4,12,361.1749082994285,36.48163510474304,400.2062674256265,34.16005421595581
Boston,4,2,820.3411196682256,131.17010126737082,738.4682264355168,133.42584514089202
Boston,4,3,1269.9524072031295,157.39794633244395,1150.0849788269145,147.83986535175933
Boston,4,4,1311.532375780728,116.92766240519386,1229.8223052719757,92.21070642670404
Boston,4,5,1145.8938950690913,126.07985433536425,1150.6039489513528,118.6113802579996
Boston,4,6,1068.7724532494676,174.42478402013762,990.2836443192872,163.75086937692092
Boston,4,7,669.8193815188749,95.30488301783112,680.8014980491407,81.54626095288421
Boston,4,8,725.1530348710226,117.31486659703752,889.7989199734914,113.20588033690566
Boston,4,9,335.6453481520225,31.865882033386946,590.2949260730436,23.89322933911894
Boston,5,1,1390.0118561958184,196.38602753697091,1326.1336053034163,158.90374808771034
Boston,5,10,821.7867867867868,138.39714714714714,881.0998498498499,150.43168168168168
Boston,5,11,589.4929020109744,76.81125969077776,554.6128249260779,78.21589655324595
Boston,5,12,824.9505544562041,87.87306154976032,709.0482788395885,76.56398600933092
Boston,5,13,708.2649158592556,100.06629270780216,675.7164711881694,80.96761856195819
Boston,5,14,534.7232279449261,75.54767975522692,510.1499235084141,61.12863335033147
Boston,5,15,742.8581169238755,122.2764085127871,699.5272051055283,110.45723330187867
Boston,5,2,800.0494455437959,87.12693845023969,679.9517211604116,76.4360139906691
Boston,5,3,1440.7690156468127,200.06151163810375,1337.4607538187574,225.62279143690503
Boston,5,4,875.5609103078982,105.89022757697455,829.5742971887549,105.285140562249
Boston,5,5,939.1771720343148,147.23700109414395,898.3521240664097,162.87617144760003
Boston,5,6,1121,207,1020,227
Boston,5,7,1401,246,1296,268
Boston,5,8,1266,241,1136,209
Boston,5,9,1113.3550962893378,182.32644434006576,1016.3729450446218,157.11108501643963
Boston,6,1,1070.3370985168451,268.04596797956975,704.1483154896375,176.23494745113445
Boston,6,10,849.2813613353725,255.14317679847005,637.1498376601952,205.93409074999016
Boston,6,11,899.386013161772,225.2344563402416,591.6838228071899,148.0872212945683
Boston,6,12,1323.7750712110794,331.5147824378745,870.8788920538258,217.96444357135843
Boston,6,12A,NA,NA,NA,NA
Boston,6,2,941.0338351093436,280.0311650606295,727.4309410546826,228.55198523271224
Boston,6,3,1063.8530061569409,316.9524252339104,890.5787097029212,263.6360000174022
Boston,6,4,667.8962463095739,247.20835090679037,545.2214255588359,221.8059890341628
Boston,6,5,963.0963278227126,338.0187376336535,710.7206208156992,311.422238751083
Boston,6,6,967.7856526916572,406.7033043689298,752.4126557114523,374.1611144596764
Boston,6,7,857.2736786929696,413.1923095112824,671.0243235574052,392.8455069353717
Boston,6,8,1033.5978016780434,522.0145306654192,865.4782807574741,463.60705902609584
Boston,6,9,932.6839073136892,546.9407930632287,749.272174830681,501.7494034764445
Boston,7,1,731,383,605,367
Boston,7,10,700,72,835,48
Boston,7,2,1057.2371134020618,495.3770250368189,865.5478645066274,464.6774668630339
Boston,7,3,938.7628865979382,435.6229749631811,819.4521354933727,439.3225331369662
