city_town,Ward,Pct,Biden_20,Trump_20,Clinton_16,Trump_16,PVI_N,PVI
Arlington,-,1,885,154,802,173,32.01794331369256,D+32
Arlington,-,10,1234.6239395729385,173.5432331063309,1121.56437611429,174.8597228930156,35.37238102016619,D+35
Arlington,-,11,1182.0573932180828,325.43194638376394,1004.8515157750254,359.77753053700354,24.397003614139877,D+24
Arlington,-,12,1300,223,1122,229,32.52707943046458,D+33
Arlington,-,13,1051.0288913074585,316.96080182809175,889.157980773817,319.42883840727075,23.555249793971676,D+24
Arlington,-,14,1116,189,930,201,32.24443667787726,D+32
Arlington,-,15,1111.84005701245,245.04703163832008,938.2533684565085,264.0924997302403,28.360065119166713,D+28
Arlington,-,16,1120.864768683274,213.37900355871886,956.3879003558719,209.91992882562278,31.32606665184685,D+31
Arlington,-,17,999.8291311013418,175.34272409607422,856.1358094593758,184.26147808956037,32.023506688484616,D+32
Arlington,-,18,1078.6476868327402,295.66503558718864,922.6290035587189,311.07428825622776,24.989887122100175,D+25
Arlington,-,19,1145,233,1003,268,29.34149161263282,D+29
Arlington,-,2,1182.2528735632184,213.51724137931035,1016.183908045977,229.33333333333334,31.487821828757767,D+31
Arlington,-,20,1100,196,1014,225,31.6467938255925,D+32
Arlington,-,21,1106.7126725219573,150.1279799247177,961.3964868255961,153.0150564617315,35.47019798553512,D+35
Arlington,-,3,1223,137,1049,169,36.38462248655776,D+36
Arlington,-,4,1112,169,1022,195,33.682631568765345,D+34
Arlington,-,5,1149.041162443686,225.70249570290414,958.0121039571497,240.09159805933683,30.150063165015805,D+30
Arlington,-,6,1084,173,946,178,33.512583728729354,D+34
Arlington,-,7,1124.5566258646138,184.66507324324255,971.6468765429848,195.42786987598848,32.905038452263646,D+33
Arlington,-,8,1292.3760604270615,178.4567668936691,1176.43562388571,170.1402771069844,35.881322185981915,D+36
Arlington,-,9,1054.9340665304096,205.7219471828856,863.5458582095428,198.90512883886822,30.836792589501737,D+31
Ashburnham,-,1,1003.2668250197942,823.8649247822644,711.1827395091053,752.2030087094221,0.35702244824573626,EVEN
Ashburnham,-,2,1026.7331749802058,843.1350752177356,727.8172604908948,769.796991290578,0.35702244824573626,EVEN
Ashby,-,1,956,1008,722,974,-5.8987165698548445,R+6
Ashfield,-,1,993,180,836,184,31.656021680763736,D+32
Ashland,-,1,1246.37341648374,506.9534408578879,993.0356415390792,474.4280568213099,17.784083499190384,D+18
Ashland,-,2,1241.9978827705436,492.8554500332036,970.484213247596,480.4988419485145,17.701737745167513,D+18
Ashland,-,3,1067.0211995863497,460.8474663908997,885.1690796277146,439.08738366080667,16.701155379639655,D+17
Ashland,-,4,1133.8835049293723,478.90332521273734,949.494556935077,476.1235940855398,16.822438130189386,D+17
Ashland,-,5,1262.6909232263165,486.9226640083676,919.9233156984593,435.1469533933469,18.554981007841022,D+19
Ashland,-,6,1356.033073003678,509.5176534969038,965.8931929520738,462.7151700904823,18.740449484938516,D+19
Athol,-,1,951.5894245833927,911.5966661240767,731.8850194315015,858.1476254908744,-2.9948333620954504,R+3
Athol,-,2,816.3378026275026,883.7482582777459,613.8885419495314,772.4330147484285,-5.406195338895414,R+5
Athol,-,3,937.0727727891048,783.6550755981773,730.2264386189671,704.4193597606971,1.0942818100900142,D+1
Attleboro,1,A,1046.2672218016653,830.303810244764,790.288670199344,789.4991168306839,1.389856934165945,D+1
Attleboro,1,B,1032.4295886978791,775.10477821448,755.0174849911365,725.1486261858204,2.6219870958870684,D+3
Attleboro,2,A,1144.6175155722894,802.0142106038734,878.3033719500258,756.8489240033925,4.732314231272938,D+5
Attleboro,2,B,1126.8543920545953,830.6422936654627,844.6129161720562,768.1497736156156,3.473450890280405,D+3
Attleboro,3,A,1209.6344810980015,713.8360221526608,884.4741150975199,616.1931134119914,9.411542493740088,D+9
Attleboro,3,B,1242,758,949,694,8.397028395037776,D+8
Attleboro,4,A,1130.707899608845,604.263526664272,884.1389214412378,553.1303618186499,11.769230084151793,D+12
Attleboro,4,B,1377.508281440681,1049.2511056444002,1018.7116539639151,962.4403825890627,2.6160876039767245,D+3
Attleboro,5,A,912.0971992550692,488.08164741510745,771.026810735436,451.47611692648906,12.42997450250477,D+12
Attleboro,5,B,1172.4097621047656,757.7163438516607,938.3671292561351,691.256635192016,7.54994078606086,D+8
Attleboro,6,A,1058.4821599602576,806.912457079982,826.7719973940439,766.2081715304233,2.7670087133490284,D+3
Attleboro,6,B,1207.991498405951,855.8738044633369,977.2869287991498,796.6487778958555,5.195188690084585,D+5
Auburn,-,1,1107.757168460061,865.7480746299562,883.0808448350957,794.890597710834,2.775738288692997,D+3
Auburn,-,2,1103.928131129168,866.0026618100308,912.5425189128607,782.2968268422527,3.277402861617118,D+3
Auburn,-,3,1231.835854795753,957.5891346723694,1016.2040388858344,882.6646348473056,3.241530000033843,D+3
Auburn,-,4,1160.4788456150181,766.6601288876436,879.1725973662091,788.1479405996078,4.99860430299478,D+5
Auburn,-,5,1016,850,805,752,1.4532371855988657,D+1
Avon,-,1,1601,1030,1254,1068,5.89612212701044,D+6
Ayer,-,1,961.7503748125937,497.86356821589203,747.4887556221889,505.49100449775113,11.265536338388815,D+11
Ayer,-,2,989.0203885102345,520.3383916708163,717.862173894067,501.0949956114192,10.816052043810032,D+11
Ayer,-,3,981.2292366771717,518.7980401132916,696.649070483744,491.41399989082964,10.673258886853798,D+11
Barnstable,-,1,1527.5847520355292,924.8519615099925,1153.1324944485566,915.8290155440415,7.543851856110761,D+8
Barnstable,-,10,1231.3105485232068,1011.4793248945148,953.6962025316456,954.2556962025317,0.8956448497102643,D+1
Barnstable,-,11,1339.050439217909,1085.1425332955512,1085.1425332955512,1062.937659393596,1.2737145703017094,D+1
Barnstable,-,12,1415.6390122588846,1094.378141809934,1063.1612641728034,1044.8066444038725,1.9313849182251874,D+2
Barnstable,-,13,973.6270682837995,550.4703689691528,818.5593623613906,569.9382420832374,9.786578999763007,D+10
Barnstable,-,2,1368.1233067581861,999.0329852715583,1043.5279211621885,949.5161441113057,3.5648487380725014,D+4
Barnstable,-,3,1139.6163281574386,681.3111129871706,938.614308913127,662.9061926062782,8.977802353033294,D+9
Barnstable,-,4,1365.2068278987456,849.8325338480188,1053.981492123467,907.1465339107094,6.1827217227861775,D+6
Barnstable,-,5,1450.743684201246,1174.3592103765657,1121.353144871132,1177.6082749034367,0.489529234102859,EVEN
Barnstable,-,6,1391.2407501267105,1094.7389761784086,1088.9432336543334,1057.7830714647744,1.7906878579456165,D+2
Barnstable,-,7,1604.9442651804047,1011.191551774714,1259.692871809915,1002.1768847169258,6.979870361018636,D+7
Barnstable,-,8,1030.821888520618,617.0735180836932,872.7852117484688,586.2701632602095,9.523592275119853,D+10
Barnstable,-,9,653.0911288373217,342.13778100072517,552.4099589074208,303.8254773990815,13.364972244000429,D+13
Barre,-,1,853,723,639,712,-0.77201790414404,R+1
Barre,-,2,682,800,562,717,-6.689572025330509,R+7
Becket,-,1,757,413,571,368,11.222520283910054,D+11
Bedford,-,1,1782,535,1419,548,22.974176849808103,D+23
Bedford,-,2,1353.4851031321618,602.890756302521,1082.2307104660044,601.9618029029793,15.159111553467575,D+15
Bedford,-,3,1734.7628991509432,522.08783958789,1392.8979995796574,532.4674208413129,23.039062796865938,D+23
Bedford,-,4,1583.5151334291736,521.1523397656722,1192.2466762988167,529.8014590317684,20.790690699451797,D+21
Belchertown,-,A,1519,771,1103,698,12.346197963313388,D+12
Belchertown,-,B,1351,996,977,894,3.4463230340285866,D+3
Belchertown,-,C,1405,1028,1048,955,3.551854268837029,D+4
Belchertown,-,D,1618,686,1280,606,17.418966698921967,D+17
Bellingham,-,1,1039,800,797,786,1.9071234942753534,D+2
Bellingham,-,2,1118,967,846,834,0.418963529420191,EVEN
Bellingham,-,3,1210.8818393480792,896.4318975552968,893.4371362048894,789.6187427240977,3.7718027213313188,D+4
Bellingham,-,4,809.3096234309623,750.8008368200836,698.1933054393305,724.4351464435147,-1.2048165356978946,R+1
Bellingham,-,5,885.6903765690377,854.1991631799162,692.8066945606695,831.5648535564853,-3.3887620550272723,R+3
Belmont,-,1,1619.1886409736308,375.81389278071697,1363.4950004530785,389.4515493541889,27.836043473648033,D+28
Belmont,-,2,1645.615333530639,466.62397978580316,1297.4300196824342,522.2356679756208,23.104656654876056,D+23
Belmont,-,3,1436,366,1317,366,27.24998473393736,D+27
Belmont,-,4,1266,330,1132,322,26.877239714298163,D+27
Belmont,-,5,1444,349,1275,350,27.80373301399408,D+28
Belmont,-,6,1762,361.4896907216495,1555.6726804123712,387.4909793814433,29.836671125259073,D+30
Belmont,-,7,1588,316,1339,345,29.831769385149997,D+30
Belmont,-,8,1241.683569979716,392.0283975659229,975.3853955375253,424.8275862068965,21.330221970559105,D+21
Berkley,-,1,958.0797081111423,1155.1872017962392,777.6429974740387,983.5761998316025,-6.946925987682251,R+7
Berkley,-,2,805.9202918888577,1095.8127982037608,677.3570025259613,942.4238001683974,-9.625266899460815,R+10
Berlin,-,1,1375,816,1009,745,8.685214116425776,D+9
Bernardston,-,1,916,423,711,382,15.153959947257611,D+15
Beverly,1,1,1323.4619079950883,654.1850732602376,1018.5400875078687,667.3039996550045,12.182436985189627,D+12
Beverly,1,2,1514.1481008617939,718.5336737950846,1158.5011171401213,763.831790616023,12.577749153730943,D+13
Beverly,2,1,1480.2747678018577,444.9380804953561,1056.2525799793602,413.5642414860681,22.967254450492735,D+23
Beverly,2,2,1629.6358183376178,461.6466723793202,1347.908597543559,488.45472722079404,24.064190188292212,D+24
Beverly,3,1,1166.4107473027125,418.3152115263326,826.7133379137459,355.1677492188118,20.296470964747193,D+20
Beverly,3,2,1238.5081649148992,606.5274517721828,1017.7186432953856,602.9888608669017,13.35509785640905,D+13
Beverly,4,1,818.9710037174722,352.42230483271373,676.5412639405205,303.11970260223046,17.778906891230438,D+18
Beverly,4,2,1813.3226364426946,583.7321094663341,1476.3142139951517,556.60125253645,22.512956395360007,D+23
Beverly,5,1,1338.1963111236485,705.5005091508064,1084.274234163518,656.1433581571907,12.271130912513772,D+12
Beverly,5,2,1275.0874965498206,699.6731990063483,1025.6138559205078,631.8087220535468,11.596394157783918,D+12
Beverly,6,1,1604.4472970217641,646.0998909968853,1268.3023330790181,584.9501478493022,18.256478617447634,D+18
Beverly,6,2,1500.5357479306308,913.4258233183983,1228.3197355212428,880.0654477376764,8.595868865947477,D+9
Billerica,-,1,1072.4986664092928,741.4141137280468,842.1032420493492,721.824011392409,4.935537545408486,D+5
Billerica,-,10,1192.0199900826344,1123.4219123931896,877.3618936997245,1081.3455456519061,-3.329483260195909,R+3
Billerica,-,11,918.403249272551,816.4483511154219,689.4093113482056,737.9592628516004,-0.9012894062951582,R+1
Billerica,-,12,1008.3225638497613,735.232322176327,756.2626171254426,670.9975675695379,3.905127610171899,D+4
Billerica,-,2,1137.5996459281741,832.3899848254932,894.1479514415782,832.3899848254932,3.217969282035227,D+3
Billerica,-,3,1151.6336581511719,953.7716618382933,919.1938372399262,892.2999736634184,1.1233423522032715,D+1
Billerica,-,4,1065.9736941010838,879.7715056782174,839.4702255408351,830.7902880784213,0.949004297911682,D+1
Billerica,-,5,1251.1577628519658,1130.1985459634343,972.6135115546075,1110.5826265113135,-1.9362105817554986,R+2
Billerica,-,6,1013.6766509433962,768.8853773584906,638.0625,658.127358490566,1.9039239311223866,D+2
Billerica,-,7,1191.1182714614827,764.357775645603,929.9713625089965,828.8400424716891,5.360521552473541,D+5
Billerica,-,8,1139.4663693873792,896.7491754596929,842.221998386782,919.9126293810027,0.42663419500492683,EVEN
Billerica,-,9,1184.366341848828,1087.2283381617067,897.8061627600738,1032.7000263365815,-2.1949609100009537,R+2
Blackstone,-,1,767.0485338725986,757.1766093697337,570.5972362655881,724.5992585102797,-4.301733514337547,R+4
Blackstone,-,2,822.326019166734,826.746513395463,616.9111070002045,715.3387629438323,-3.470585779879115,R+3
Blackstone,-,3,860.6254469606674,976.0768772348033,662.4916567342074,887.061978545888,-6.766326146808643,R+7
Blandford,-,1,307,454,256,405,-12.15358733603501,R+12
Bolton,-,1,2529,1140,1891,1036,15.264598172976541,D+15
Boston,1,1,939,206,755,189,29.345720201471416,D+29
Boston,1,10,430.01893222264295,119.08216584627036,344.01514577811434,99.2351382052253,26.254288894626033,D+26
Boston,1,11,717,329,644,345,15.133895774232908,D+15
Boston,1,12,704,376,582,364,11.729116140430573,D+12
Boston,1,13,995,404,927,361,19.783875794514383,D+20
Boston,1,14,446,239,425,219,13.792287389735137,D+14
Boston,1,15,0,0,0,0,NA,EVEN
Boston,1,2,668,156,562,142,28.751671093578913,D+29
Boston,1,3,1804.9194369571728,395.9380053908356,1311.0763701707099,259.4336627732854,30.87672830267184,D+31
Boston,1,4,669.0805630428272,122.06199460916442,330.9236298292902,79.56633722671458,31.474755410803613,D+31
Boston,1,5,812,199,652,153,28.87102898273176,D+29
Boston,1,6,707,154,556,138,29.476153846394514,D+29
Boston,1,7,818.2945736434109,202.29457364341084,676.6124031007752,162.24031007751938,28.649756401754946,D+29
Boston,1,8,926,257,859,187,28.335042595837333,D+28
Boston,1,9,606.6864941339462,140.6232605103188,498.37245112111043,132.52455171725532,28.435215250952027,D+28
Boston,10,1,530.2601898380792,50.58403126744835,537.2372975991066,32.26912339475153,41.05186281426212,D+41
Boston,10,2,625.7398101619207,73.41596873255165,635.7627024008933,59.73087660524846,38.70731247481625,D+39
Boston,10,3,522,60,553,58,38.36325788037623,D+38
Boston,10,4,995,207,977,154,32.78064980332728,D+33
Boston,10,5,682,72,678,77,38.380200094095876,D+38
Boston,10,6,775,74,761,44,41.12006882207464,D+41
Boston,10,7,991,72,1082,34,43.3896720979303,D+43
Boston,10,8,1303,106,1021,67,41.325974917853905,D+41
Boston,10,9,1514.4833219877469,79.34309053778081,1436.7297481279782,78.37985023825732,43.18107605835419,D+43
Boston,11,1,634,34,560,19,44.00408841347125,D+44
Boston,11,10,1179.8464968152866,49.3859872611465,1105.0025477707006,35.79936305732484,44.66002247800277,D+45
Boston,11,2,1021,59,1000,25,44.26379008227449,D+44
Boston,11,3,787,58,768,27,43.07136206535773,D+43
Boston,11,4,1252,73,1247,49,43.59957695261916,D+44
Boston,11,5,1078,95,1000,48,41.81574769696732,D+42
Boston,11,6,907,45,845,43,43.471680198973864,D+43
Boston,11,7,1101,80,1113,49,42.74852705083602,D+43
Boston,11,8,1536,78,1123,58,43.38845705205,D+43
Boston,11,9,641.1535031847134,38.6140127388535,612.9974522292994,36.20063694267516,42.62474894305218,D+43
Boston,12,1,1037,61,1049,37,43.76710940744655,D+44
Boston,12,2,1236.2201735357917,74.07700650759219,1083.2559652928417,25.01301518438178,44.1572324109347,D+44
Boston,12,3,529,33,599,18,43.92858914907896,D+44
Boston,12,4,718,54,658,29,42.56546093026687,D+43
Boston,12,5,481,24,470,10,44.802512244879836,D+45
Boston,12,6,597,43,544,22,42.86457081834079,D+43
Boston,12,7,1348.7798264642083,99.92299349240781,1533.7440347071583,42.98698481561822,43.530669543140974,D+44
Boston,12,8,503,32,457,16,43.49238413272126,D+43
Boston,12,9,655,37,620,20,43.97500961534675,D+44
Boston,13,1,869.2082912032356,69.74620829120323,905.9140546006066,34.27502527805864,42.71872286810856,D+43
Boston,13,10,1027,360,913,303,22.783678060972555,D+23
Boston,13,2,346,33,329,12,42.00428889462603,D+42
Boston,13,3,761,126,679,69,36.32768339003888,D+36
Boston,13,4,585.7917087967644,53.25379170879677,580.0859453993934,24.724974721941354,41.98517574477892,D+42
Boston,13,5,595,51,611,39,41.309844450181586,D+41
Boston,13,6,807,108,801,75,38.03653345073993,D+38
Boston,13,7,820,268,758,182,26.064939782199993,D+26
Boston,13,8,732,219,681,143,27.85992269744293,D+28
Boston,13,9,843,206,799,103,32.41625711605094,D+32
Boston,14,1,1361,109,1377,50,42.76585258119835,D+43
Boston,14,10,816,71,805,13,43.32760267761723,D+43
Boston,14,11,772,43,686,30,43.48616348639611,D+43
Boston,14,12,429.6498905908096,18.140773158278627,462.1123267687819,10.502552881108679,45.142255699605286,D+45
Boston,14,13,698.5123189664022,33.10955564487789,720.7881554758476,17.14979258140776,44.83426151969269,D+45
Boston,14,14,773,28,757,16,45.458863227535815,D+45
Boston,14,2,1479,104,1517,41,43.637924679407945,D+44
Boston,14,3,666.2089300758214,40.997472620050544,710.0016849199662,8.385846672283066,44.79023660704432,D+45
Boston,14,4,829,59,850,30,43.22035224304231,D+43
Boston,14,5,663.8377904427882,21.74967119684349,607.0995177553705,11.34765453748356,45.716217828636175,D+46
Boston,14,6,697.7910699241786,53.002527379949456,725.9983150800336,24.614153327716934,43.08468937853076,D+43
Boston,14,7,657,47,696,19,43.60312610392836,D+44
Boston,14,8,797,33,759,20,44.96031748381186,D+45
Boston,14,9,739,48,775,22,43.835096975434105,D+44
Boston,15,1,908,78,887,31,42.52949897865964,D+43
Boston,15,2,618,47,612,8,43.974133252602684,D+44
Boston,15,3,363,45,395,16,40.806181446518586,D+41
Boston,15,4,911.0702954048139,181.50574398249452,946.4860503282275,79.68544857768052,35.926666663117466,D+36
Boston,15,5,776.3453268977622,77.84291355857832,804.8920579201404,29.987275120666958,41.87028209873526,D+42
Boston,15,6,432.92970459518597,244.49425601750548,495.5139496717724,111.31455142231948,20.548770077324974,D+21
Boston,15,7,615,57,638,22,42.323357963695095,D+42
Boston,15,8,482,171,490,77,27.92642004216701,D+28
Boston,15,9,499,153,616,81,30.908106537324322,D+31
Boston,16,1,595.0151615029664,221.02933421226103,607.0497692814766,103.66446934739618,26.987418350135805,D+27
Boston,16,10,657,397,576,331,11.130372525426646,D+11
Boston,16,11,413.96653919694074,198.00764818355643,407.4388145315488,158.29732313575528,18.000247324187235,D+18
Boston,16,12,524,497,456,442,-0.6774463841650036,R+1
Boston,16,2,479,213,457,157,19.92350788390628,D+20
Boston,16,3,800,211,869,106,32.29255676975191,D+32
Boston,16,4,752,200,696,111,30.573788610373608,D+31
Boston,16,5,788,255,779,175,26.721990446954525,D+27
Boston,16,6,1021,297,995,167,29.54461147527119,D+30
Boston,16,7,647,329,589,305,14.350545579118013,D+14
Boston,16,8,1175.0334608030594,455.9923518164436,1089.5611854684512,373.7026768642447,21.440541125729585,D+21
Boston,16,9,698,512,582,466,4.941622818452429,D+5
Boston,17,1,656.6546731022378,54.157086441421676,702.1079420798595,29.012724879333042,42.48634791541745,D+42
Boston,17,10,1002,63,1006,36,43.55566525912532,D+44
Boston,17,11,416,22,389,14,43.97367058309214,D+44
Boston,17,12,676,54,612,39,41.52003835154131,D+42
Boston,17,13,826,187,752,143,30.958691410349303,D+31
Boston,17,14,853,127,835,106,36.125189467244454,D+36
Boston,17,2,530,65,499,33,39.55863672071298,D+40
Boston,17,3,1132.9848384970337,87.97066578773897,1104.9502307185235,48.33553065260382,42.51324654934916,D+43
Boston,17,4,1317,183,1169,112,37.646593820911534,D+38
Boston,17,5,552,31,509,15,44.09891400754382,D+44
Boston,17,6,864,74,821,44,41.70964108541915,D+42
Boston,17,7,467,27,448,15,43.86557416108371,D+44
Boston,17,8,773,53,730,32,42.901644058353995,D+43
Boston,17,9,657,49,634,39,41.87285307156584,D+42
Boston,18,1,1305,81,1347,49,43.58139169836435,D+44
Boston,18,10,1517,244,1321,201,34.699613293042106,D+35
Boston,18,11,865,108,851,87,38.05020726197297,D+38
Boston,18,12,987,194,926,187,31.645744866727167,D+32
Boston,18,13,621,86,574,59,37.433393372237965,D+37
Boston,18,14,671,83,616,67,37.815875533456925,D+38
Boston,18,15,1068,84,919,67,41.19161349705821,D+41
Boston,18,16,982,334,836,346,21.032511472688476,D+21
Boston,18,17,983,200,935,171,32.04633782428964,D+32
Boston,18,18,1233,242,1120,205,32.29000318034031,D+32
Boston,18,19,1628.964989626556,293.4281639004149,1426.1973547717841,253.45954356846474,33.07160959827961,D+33
Boston,18,2,984,37,961,18,45.50428889462603,D+46
Boston,18,20,1200.035010373444,444.5718360995851,1059.8026452282159,436.5404564315353,20.2018745906375,D+20
Boston,18,21,1311,59,1223,38,44.56747779618438,D+45
Boston,18,22,1031,330,926,325,23.177719216218684,D+23
Boston,18,23,885,112,900,69,39.04777821303905,D+39
Boston,18,3,1119,35,1096,18,45.91742822443202,D+46
Boston,18,4,1161,67,1075,34,43.93250883472016,D+44
Boston,18,5,1189.4831460674156,56.359550561797754,958.1123595505618,38.561797752808985,44.021484661821795,D+44
Boston,18,6,1450.5168539325844,54.640449438202246,1353.887640449438,49.438202247191015,44.675837638131085,D+45
Boston,18,7,1029,136,932,107,37.228880546168675,D+37
Boston,18,8,1746,197,1646,147,39.04658011518277,D+39
Boston,18,9,963,191,923,164,32.41314654745958,D+32
Boston,19,1,1036,40,1008,29,44.98878960451718,D+45
Boston,19,10,1180.9284903518728,156.61407491486946,1061.2792281498298,138.1316685584563,36.63619073511681,D+37
Boston,19,11,1033,112,1051,56,40.79425337064735,D+41
Boston,19,12,864,110,807,106,36.807548036120465,D+37
Boston,19,13,765.0715096481272,109.38592508513054,766.7207718501703,86.8683314415437,36.89728824631142,D+37
Boston,19,2,1095,216,967,236,30.274973063281564,D+30
Boston,19,3,651.9060585432267,40.78965282505105,562.3144996596324,45.15997277059224,41.64364463692295,D+42
Boston,19,4,1479.5888048929237,43.40716739572045,1365.250744775602,57.79384084836413,44.819135635371865,D+45
Boston,19,5,1007,76,912,68,41.2741628645727,D+41
Boston,19,6,1466.0218145761032,54.4600892414477,1372.7050074367874,52.666336142786314,44.617772870656125,D+45
Boston,19,7,1088.8910060975609,74.4405487804878,929.7149390243902,64.14557926829268,41.82991297685803,D+42
Boston,19,8,895.1055662188099,48.95777351247601,839.257197696737,47.56046065259117,42.98260634036657,D+43
Boston,19,9,757.0034276836291,49.60167770703619,690.0278632788727,48.29396007911615,41.917701968444035,D+42
Boston,2,1,1387.5380908153868,424.9876595427067,1192.3835378872182,409.82684735836284,23.806879966103157,D+24
Boston,2,2,792.8057522123894,199.81283185840707,704.4092920353983,174.03053097345133,28.27397393399611,D+28
Boston,2,3,1202.2520891879828,312.7784902350829,1037.9581929900858,305.8441748769928,26.615295762884593,D+27
